COMID,EVENTDATE,REACHCODE,REACHSMDAT,REACHRESOL,FEATURECOM,FEATURECLA,SOURCE_ORI,SOURCE_DAT,SOURCE_FEA,FEATUREDET,Measure,Offset,EventType,FLComID
"0",2014-12-04,"06010206000053",,Medium,"0","0","USGS, Water Resources Division",,"03531500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03531500,24.92213,0.00000000000,StreamGage,"22539818"
"0",2014-12-04,"06010102000263",,Medium,"0","0","USGS, Water Resources Division",,"03477500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03477500,41.22763,0.00000000000,StreamGage,"19752735"
"0",2014-12-04,"06010101000048",,Medium,"0","0","USGS, Water Resources Division",,"03489500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03489500,6.60091,0.00000000000,StreamGage,"19763202"
"0",2014-12-04,"06010205000104",,Medium,"0","0","USGS, Water Resources Division",,"03524000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03524000,46.54080,0.00000000000,StreamGage,"14640391"
"0",2014-12-04,"06010102000140",,Medium,"0","0","USGS, Water Resources Division",,"03471500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03471500,31.84586,0.00000000000,StreamGage,"19752335"
"0",2014-12-04,"06010205000282",,Medium,"0","0","USGS, Water Resources Division",,"03524900",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03524900,90.85632,0.00000000000,StreamGage,"14639519"
"0",2014-12-04,"06010205000856",,Medium,"0","0","USGS, Water Resources Division",,"03525070",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03525070,47.92741,0.00000000000,StreamGage,"14639615"
"0",2014-12-04,"06010205001897",,Medium,"0","0","USGS, Water Resources Division",,"03525000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03525000,30.42358,0.00000000000,StreamGage,"14639619"
"0",2014-12-04,"06010101000924",,Medium,"0","0","USGS, Water Resources Division",,"03488445",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03488445,19.00063,0.00000000000,StreamGage,"19762102"
"0",2014-12-04,"06010205000048",,Medium,"0","0","USGS, Water Resources Division",,"03527000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03527000,93.70073,0.00000000000,StreamGage,"14640581"
"0",2014-12-04,"06010205000080",,Medium,"0","0","USGS, Water Resources Division",,"03525500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03525500,90.10027,0.00000000000,StreamGage,"14640565"
"0",2014-12-04,"06010101000216",,Medium,"0","0","USGS, Water Resources Division",,"03489900",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03489900,72.48605,0.00000000000,StreamGage,"19762776"
"0",2014-12-04,"06010205000139",,Medium,"0","0","USGS, Water Resources Division",,"03522000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03522000,0.85866,0.00000000000,StreamGage,"14637837"
"0",2014-12-04,"06010102001279",,Medium,"0","0","USGS, Water Resources Division",,"03475000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03475000,1.93233,0.00000000000,StreamGage,"19752413"
"0",2014-12-04,"06010101000132",,Medium,"0","0","USGS, Water Resources Division",,"03488000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03488000,33.69227,0.00000000000,StreamGage,"19761976"
"0",2014-12-04,"06010205000175",,Medium,"0","0","USGS, Water Resources Division",,"03521000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03521000,88.19077,0.00000000000,StreamGage,"14637599"
"0",2014-12-04,"06010206000086",,Medium,"0","0","USGS, Water Resources Division",,"03529500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03529500,68.26625,0.00000000000,StreamGage,"22539070"
"0",2014-12-04,"06010206000074",,Medium,"0","0","USGS, Water Resources Division",,"03530000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03530000,46.05067,0.00000000000,StreamGage,"22539582"
"0",2014-12-04,"06010205000111",,Medium,"0","0","USGS, Water Resources Division",,"03523000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03523000,8.77956,0.00000000000,StreamGage,"14640267"
"0",2014-12-04,"06010101000074",,Medium,"0","0","USGS, Water Resources Division",,"03488500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03488500,90.70321,0.00000000000,StreamGage,"19762296"
"0",2014-12-04,"06010101000166",,Medium,"0","0","USGS, Water Resources Division",,"03487800",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03487800,10.53889,0.00000000000,StreamGage,"19761230"
"0",2014-12-04,"06010206000057",,Medium,"0","0","USGS, Water Resources Division",,"03531000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03531000,97.10814,0.00000000000,StreamGage,"936010083"
"0",2014-12-04,"06010205000173",,Medium,"0","0","USGS, Water Resources Division",,"03521500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03521500,81.02716,0.00000000000,StreamGage,"14638023"
"0",2014-12-04,"06010102000259",,Medium,"0","0","USGS, Water Resources Division",,"03478400",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03478400,91.74258,0.00000000000,StreamGage,"19752763"
"0",2014-12-04,"06010102000188",,Medium,"0","0","USGS, Water Resources Division",,"03474000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03474000,12.84652,0.00000000000,StreamGage,"19751035"
"0",2014-12-04,"06010205000252",,Medium,"0","0","USGS, Water Resources Division",,"03524500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03524500,51.14066,0.00000000000,StreamGage,"14640257"
"0",2014-12-04,"06010102000211",,Medium,"0","0","USGS, Water Resources Division",,"03473500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03473500,95.39045,0.00000000000,StreamGage,"19750765"
"0",2014-12-04,"06010205000481",,Medium,"0","0","USGS, Water Resources Division",,"03523500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03523500,61.92422,0.00000000000,StreamGage,"14638755"
"0",2014-12-04,"06010101000921",,Medium,"0","0","USGS, Water Resources Division",,"03488100",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03488100,4.47513,0.00000000000,StreamGage,"19761560"
"0",2014-12-04,"06010205000197",,Medium,"0","0","USGS, Water Resources Division",,"03520967",http://waterdata.usgs.gov/nwis/nwisman/?site_no=03520967,38.44123,0.00000000000,StreamGage,"14637575"
